Norway, Death rates (period 1x1), 	Last modified: 03 Apr 2023;  Methods Protocol: v6 (2017)

  Year          Age             Female            Male           Total
  1847           1             0.058838        0.061889        0.060386
  1847           2             0.033594        0.033169        0.033379
  1847           3             0.025949        0.022840        0.024363
  1847           4             0.017637        0.016252        0.016939
  1847           5             0.012236        0.012244        0.012240
  1847           6             0.010438        0.010375        0.010407
  1847           7             0.009465        0.009245        0.009355
  1847           8             0.008415        0.008340        0.008377
  1847           9             0.006369        0.006519        0.006445
  1847          10             0.004845        0.005354        0.005102
  1847          11             0.004308        0.004998        0.004655
  1847          12             0.004068        0.004827        0.004449
  1847          13             0.004671        0.004784        0.004728
  1847          14             0.005271        0.004727        0.004996
  1847          15             0.005724        0.005112        0.005413
  1847          16             0.005771        0.005925        0.005849
  1847          17             0.005329        0.006610        0.005974
  1847          18             0.005490        0.007473        0.006486
  1847          19             0.005843        0.008626        0.007232
  1847          20             0.005551        0.008573        0.007057
  1847          21             0.005475        0.008155        0.006798
  1847          22             0.005645        0.008588        0.007080
  1847          23             0.005823        0.008508        0.007132
  1847          24             0.005939        0.008213        0.007049
  1847          25             0.005873        0.008225        0.007015
  1847          26             0.005933        0.007657        0.006769
  1847          27             0.006296        0.007669        0.006963
  1847          28             0.006577        0.007682        0.007116
  1847          29             0.007201        0.007967        0.007576
  1847          30             0.006957        0.007684        0.007312
  1847          31             0.007096        0.006953        0.007026
  1847          32             0.009029        0.008573        0.008804
  1847          33             0.009896        0.009612        0.009756
  1847          34             0.008715        0.008795        0.008754
  1847          35             0.008769        0.009110        0.008938
  1847          36             0.009346        0.009997        0.009671
  1847          37             0.010198        0.010972        0.010584
  1847          38             0.009699        0.010369        0.010029
  1847          39             0.009862        0.010525        0.010189
  1847          40             0.010519        0.010237        0.010379
  1847          41             0.010134        0.010122        0.010128
  1847          42             0.011341        0.011677        0.011506
  1847          43             0.011720        0.012235        0.011971
  1847          44             0.011981        0.014260        0.013082
  1847          45             0.011692        0.013809        0.012717
  1847          46             0.011093        0.012950        0.011995
  1847          47             0.011478        0.014976        0.013172
  1847          48             0.011679        0.015787        0.013666
  1847          49             0.013550        0.018626        0.016003
  1847          50             0.014595        0.018898        0.016668
  1847          51             0.014352        0.017759        0.015990
  1847          52             0.016096        0.018828        0.017403
  1847          53             0.016555        0.018622        0.017542
  1847          54             0.017020        0.020286        0.018576
  1847          55             0.018760        0.022247        0.020415
  1847          56             0.018976        0.023878        0.021296
  1847          57             0.018966        0.025363        0.021982
  1847          58             0.020102        0.026214        0.022976
  1847          59             0.028289        0.030991        0.029556
  1847          60             0.031485        0.031600        0.031539
  1847          61             0.026879        0.030649        0.028625
  1847          62             0.029087        0.035020        0.031797
  1847          63             0.034784        0.040254        0.037270
  1847          64             0.037726        0.043683        0.040417
  1847          65             0.037438        0.042969        0.039924
  1847          66             0.038520        0.044244        0.041081
  1847          67             0.042516        0.046571        0.044319
  1847          68             0.046267        0.050524        0.048151
  1847          69             0.051085        0.059343        0.054712
  1847          70             0.053719        0.064094        0.058230
  1847          71             0.049811        0.060180        0.054308
  1847          72             0.058518        0.071342        0.064106
  1847          73             0.078944        0.090969        0.084195
  1847          74             0.098012        0.105490        0.101290
  1847          75             0.097852        0.108520        0.102515
  1847          76             0.103184        0.115472        0.108494
  1847          77             0.117115        0.133201        0.123965
  1847          78             0.120642        0.142787        0.129949
  1847          79             0.146419        0.155239        0.150092
  1847          80             0.132590        0.137931        0.134745
  1847          81             0.114225        0.121103        0.116996
  1847          82             0.134286        0.137834        0.135718
  1847          83             0.155307        0.168194        0.160496
  1847          84             0.170315        0.187649        0.177206
  1847          85             0.169035        0.190566        0.177531
  1847          86             0.177353        0.214085        0.191246
  1847          87             0.196856        0.229803        0.208832
  1847          88             0.206186        0.239812        0.218091
  1847          89             0.264396        0.257143        0.261884
  1847          90             0.333333        0.277457        0.313706
  1847          91             0.273292        0.230122        0.257914
  1847          92             0.287173        0.270784        0.281445
  1847          93             0.289720        0.292913        0.290776
  1847          94             0.298592        0.296774        0.298039
  1847          95             0.346863        0.333333        0.342711
  1847          96             0.403941        0.285714        0.365449
  1847          97             0.432432        0.244344        0.369925
  1847          98             0.378738        0.375000        0.377622
  1847          99             0.558140        0.514286        0.545455
  1847         100             1.266055        0.947368        1.156627
  1847         101             0.736842        1.200000        0.878049
  1847         102             0.508475        1.500000        0.626866
  1847         103             0.631579        0.545455        0.612245
  1847         104             0.500000        6.000000        0.720000
  1847         105             1.000000              .        1.000000
  1847         106             6.000000              .        6.000000
  1847         107                   .              .              .
  1847         108                   .              .              .
  1847         109                   .              .              .
  1847         110+                  .              .              .
  1848           0             0.111349        0.134804        0.123247
  1848           1             0.054716        0.058753        0.056771
  1848           2             0.030403        0.032051        0.031238
  1848           3             0.024040        0.024257        0.024150
  1848           4             0.017520        0.017026        0.017268
  1848           5             0.011702        0.011496        0.011598
  1848           6             0.009191        0.009066        0.009128
  1848           7             0.008251        0.007990        0.008120
  1848           8             0.007743        0.007735        0.007739
  1848           9             0.005952        0.005951        0.005951
  1848          10             0.004386        0.004513        0.004450
  1848          11             0.004015        0.004335        0.004176
  1848          12             0.003678        0.004090        0.003884
  1848          13             0.003953        0.003793        0.003873
  1848          14             0.004391        0.003765        0.004079
  1848          15             0.004967        0.004233        0.004598
  1848          16             0.005222        0.004994        0.005107
  1848          17             0.004826        0.005623        0.005226
  1848          18             0.004742        0.006063        0.005403
  1848          19             0.005125        0.007717        0.006419
  1848          20             0.005440        0.009103        0.007257
  1848          21             0.005401        0.008501        0.006939
  1848          22             0.005277        0.008428        0.006829
  1848          23             0.005618        0.008713        0.007127
  1848          24             0.005817        0.008512        0.007132
  1848          25             0.005750        0.008477        0.007083
  1848          26             0.005652        0.007867        0.006730
  1848          27             0.005715        0.007539        0.006603
  1848          28             0.006026        0.007544        0.006765
  1848          29             0.007366        0.008566        0.007953
  1848          30             0.007836        0.008997        0.008405
  1848          31             0.007233        0.007468        0.007348
  1848          32             0.007975        0.007988        0.007981
  1848          33             0.009674        0.009783        0.009728
  1848          34             0.010269        0.010746        0.010504
  1848          35             0.009552        0.010438        0.009989
  1848          36             0.009352        0.010689        0.010014
  1848          37             0.009816        0.011136        0.010474
  1848          38             0.010794        0.011769        0.011279
  1848          39             0.011381        0.012783        0.012070
  1848          40             0.010378        0.010901        0.010636
  1848          41             0.009619        0.010238        0.009926
  1848          42             0.010138        0.011085        0.010605
  1848          43             0.010823        0.012036        0.011417
  1848          44             0.011318        0.014252        0.012743
  1848          45             0.011269        0.014367        0.012757
  1848          46             0.011140        0.014128        0.012581
  1848          47             0.011098        0.015441        0.013200
  1848          48             0.011241        0.016018        0.013548
  1848          49             0.013497        0.019702        0.016491
  1848          50             0.014677        0.020332        0.017403
  1848          51             0.014471        0.019273        0.016784
  1848          52             0.016829        0.021272        0.018960
  1848          53             0.017203        0.020745        0.018895
  1848          54             0.017573        0.022338        0.019841
  1848          55             0.018555        0.023771        0.021031
  1848          56             0.018267        0.024985        0.021444
  1848          57             0.018566        0.026597        0.022351
  1848          58             0.020032        0.027920        0.023735
  1848          59             0.028953        0.033685        0.031168
  1848          60             0.033630        0.035393        0.034456
  1848          61             0.029170        0.034259        0.031544
  1848          62             0.031758        0.039390        0.035273
  1848          63             0.036799        0.044605        0.040347
  1848          64             0.041165        0.050042        0.045179
  1848          65             0.043453        0.052436        0.047488
  1848          66             0.042917        0.052153        0.047042
  1848          67             0.045366        0.052837        0.048686
  1848          68             0.049577        0.057058        0.052886
  1848          69             0.057483        0.064727        0.060668
  1848          70             0.057173        0.062396        0.059453
  1848          71             0.057535        0.064978        0.060749
  1848          72             0.063599        0.073209        0.067734
  1848          73             0.073004        0.079191        0.075676
  1848          74             0.106809        0.107373        0.107054
  1848          75             0.120221        0.122805        0.121348
  1848          76             0.120340        0.122740        0.121382
  1848          77             0.132332        0.136568        0.134150
  1848          78             0.132421        0.144320        0.137427
  1848          79             0.159659        0.167043        0.162718
  1848          80             0.142352        0.153364        0.146767
  1848          81             0.122413        0.135417        0.127626
  1848          82             0.144320        0.155863        0.148949
  1848          83             0.167987        0.189404        0.176587
  1848          84             0.183060        0.209518        0.193548
  1848          85             0.182544        0.212929        0.194514
  1848          86             0.193265        0.233037        0.208573
  1848          87             0.211128        0.246479        0.224256
  1848          88             0.214150        0.259459        0.230171
  1848          89             0.265853        0.295964        0.276316
  1848          90             0.325864        0.340909        0.331106
  1848          91             0.274550        0.283071        0.277594
  1848          92             0.312283        0.360000        0.329317
  1848          93             0.315789        0.400000        0.344514
  1848          94             0.328421        0.396476        0.350427
  1848          95             0.368627        0.481481        0.402204
  1848          96             0.448087        0.469565        0.454429
  1848          97             0.500000        0.310345        0.428571
  1848          98             0.394464        0.389610        0.392777
  1848          99             0.530233        0.471910        0.513158
  1848         100             1.096774        0.720000        0.965035
  1848         101             0.666667        0.720000        0.685714
  1848         102             0.514286        0.857143        0.571429
  1848         103             0.580645        1.200000        0.666667
  1848         104             0.500000        6.000000        0.720000
  1848         105             1.000000              .        1.000000
  1848         106             6.000000              .        6.000000
  1848         107                   .              .              .
  1848         108                   .              .              .
  1848         109                   .              .              .
  1848         110+                  .              .              .
  1849           0             0.093804        0.113275        0.103693
  1849           1             0.042901        0.047566        0.045257
  1849           2             0.022705        0.024628        0.023683
  1849           3             0.016764        0.018026        0.017403
  1849           4             0.012914        0.013411        0.013166
  1849           5             0.009549        0.009567        0.009558
  1849           6             0.007172        0.007291        0.007232
  1849           7             0.005963        0.005982        0.005973
  1849           8             0.005559        0.005701        0.005631
  1849           9             0.004802        0.005248        0.005026
  1849          10             0.004003        0.004680        0.004345
  1849          11             0.003622        0.004399        0.004014
  1849          12             0.003399        0.004293        0.003847
  1849          13             0.003539        0.003908        0.003723
  1849          14             0.003703        0.003681        0.003692
  1849          15             0.004188        0.004155        0.004171
  1849          16             0.004520        0.004982        0.004751
  1849          17             0.004303        0.005759        0.005034
  1849          18             0.004231        0.006308        0.005265
  1849          19             0.004970        0.007780        0.006365
  1849          20             0.005827        0.009065        0.007432
  1849          21             0.006141        0.009092        0.007595
  1849          22             0.005906        0.008755        0.007312
  1849          23             0.005905        0.008400        0.007131
  1849          24             0.006304        0.008602        0.007425
  1849          25             0.006379        0.008657        0.007492
  1849          26             0.006333        0.007999        0.007148
  1849          27             0.006328        0.007633        0.006964
  1849          28             0.006329        0.007344        0.006824
  1849          29             0.007312        0.008447        0.007866
  1849          30             0.007920        0.009158        0.008528
  1849          31             0.007664        0.007928        0.007794
  1849          32             0.007583        0.007748        0.007664
  1849          33             0.007986        0.008235        0.008108
  1849          34             0.009358        0.010024        0.009686
  1849          35             0.010520        0.011662        0.011083
  1849          36             0.009594        0.011170        0.010372
  1849          37             0.009243        0.010832        0.010029
  1849          38             0.009762        0.010849        0.010303
  1849          39             0.011874        0.012929        0.012398
  1849          40             0.012003        0.012065        0.012034
  1849          41             0.009948        0.010292        0.010117
  1849          42             0.010180        0.010605        0.010390
  1849          43             0.010347        0.010823        0.010581
  1849          44             0.011167        0.013332        0.012222
  1849          45             0.011287        0.013509        0.012360
  1849          46             0.011231        0.013723        0.012422
  1849          47             0.011640        0.015711        0.013594
  1849          48             0.011258        0.015388        0.013248
  1849          49             0.012920        0.019175        0.015931
  1849          50             0.013897        0.020129        0.016892
  1849          51             0.013620        0.018986        0.016204
  1849          52             0.016165        0.021072        0.018524
  1849          53             0.017187        0.021239        0.019127
  1849          54             0.017204        0.022714        0.019828
  1849          55             0.018085        0.023959        0.020871
  1849          56             0.017183        0.024351        0.020569
  1849          57             0.016864        0.025388        0.020873
  1849          58             0.018242        0.026691        0.022203
  1849          59             0.026110        0.029756        0.027814
  1849          60             0.029483        0.028746        0.029138
  1849          61             0.026023        0.028012        0.026952
  1849          62             0.028705        0.032145        0.030303
  1849          63             0.033374        0.036552        0.034831
  1849          64             0.036376        0.040677        0.038321
  1849          65             0.039411        0.043832        0.041400
  1849          66             0.041284        0.046323        0.043534
  1849          67             0.042260        0.045232        0.043579
  1849          68             0.044333        0.046670        0.045367
  1849          69             0.051310        0.055473        0.053139
  1849          70             0.052866        0.057375        0.054839
  1849          71             0.050486        0.056284        0.053004
  1849          72             0.061148        0.070680        0.065234
  1849          73             0.065980        0.072829        0.068902
  1849          74             0.081625        0.083092        0.082256
  1849          75             0.108016        0.111556        0.109551
  1849          76             0.122132        0.124223        0.123041
  1849          77             0.127515        0.129362        0.128315
  1849          78             0.123693        0.131772        0.127137
  1849          79             0.152095        0.148861        0.150747
  1849          80             0.141907        0.137414        0.140094
  1849          81             0.123930        0.124681        0.124230
  1849          82             0.147340        0.144768        0.146312
  1849          83             0.172112        0.178184        0.174538
  1849          84             0.188788        0.197602        0.192279
  1849          85             0.185915        0.197438        0.190454
  1849          86             0.195760        0.212848        0.202347
  1849          87             0.216556        0.218341        0.217237
  1849          88             0.218087        0.228249        0.221795
  1849          89             0.242251        0.260615        0.248641
  1849          90             0.273913        0.303371        0.283939
  1849          91             0.228070        0.254144        0.237094
  1849          92             0.267206        0.332494        0.289982
  1849          93             0.306818        0.400000        0.338346
  1849          94             0.325472        0.400000        0.349561
  1849          95             0.367713        0.480000        0.402477
  1849          96             0.429400        0.527473        0.454936
  1849          97             0.525680        0.361446        0.470825
  1849          98             0.400000        0.339623        0.375940
  1849          99             0.457143        0.260870        0.387692
  1849         100             0.976744        0.327273        0.723404
  1849         101             0.545455        0.400000        0.486486
  1849         102             0.400000        0.461538        0.418605
  1849         103             0.666667        0.000000        0.500000
  1849         104             0.666667              .        0.666667
  1849         105             1.000000              .        1.000000
  1849         106             6.000000              .        6.000000
  1849         107                   .              .              .
  1849         108                   .              .              .
  1849         109                   .              .              .
  1849         110+                  .              .              .
  1850           0             0.088944        0.108323        0.098811
  1850           1             0.038108        0.042281        0.040219
  1850           2             0.020646        0.022156        0.021408
  1850           3             0.014727        0.014594        0.014659
  1850           4             0.011222        0.011445        0.011335
  1850           5             0.008712        0.009356        0.009038
  1850           6             0.007067        0.007385        0.007229
  1850           7             0.005637        0.005874        0.005757
  1850           8             0.004841        0.005264        0.005055
  1850           9             0.004420        0.004629        0.004525
  1850          10             0.004211        0.004247        0.004229
  1850          11             0.003961        0.004186        0.004075
  1850          12             0.003720        0.004060        0.003892
  1850          13             0.004004        0.003808        0.003906
  1850          14             0.004034        0.003477        0.003757
  1850          15             0.004209        0.003709        0.003962
  1850          16             0.004524        0.004519        0.004522
  1850          17             0.004492        0.005296        0.004890
  1850          18             0.004620        0.005895        0.005255
  1850          19             0.005325        0.007823        0.006559
  1850          20             0.005832        0.009120        0.007452
  1850          21             0.006121        0.009078        0.007575
  1850          22             0.006341        0.009460        0.007869
  1850          23             0.006268        0.008813        0.007519
  1850          24             0.006288        0.008340        0.007294
  1850          25             0.006539        0.008794        0.007638
  1850          26             0.006641        0.008308        0.007456
  1850          27             0.006654        0.007899        0.007264
  1850          28             0.006540        0.007447        0.006983
  1850          29             0.007190        0.007766        0.007472
  1850          30             0.007714        0.008358        0.008030
  1850          31             0.007910        0.007589        0.007752
  1850          32             0.008303        0.007758        0.008034
  1850          33             0.007857        0.007545        0.007704
  1850          34             0.007953        0.007910        0.007932
  1850          35             0.009859        0.010156        0.010005
  1850          36             0.010801        0.011611        0.011201
  1850          37             0.009701        0.010517        0.010103
  1850          38             0.009473        0.009834        0.009651
  1850          39             0.010480        0.010987        0.010731
  1850          40             0.011597        0.011570        0.011583
  1850          41             0.010610        0.011213        0.010905
  1850          42             0.009794        0.010467        0.010124
  1850          43             0.009612        0.010146        0.009875
  1850          44             0.009753        0.011696        0.010705
  1850          45             0.010222        0.012315        0.011237
  1850          46             0.010369        0.012721        0.011500
  1850          47             0.010817        0.015073        0.012842
  1850          48             0.010869        0.015381        0.013022
  1850          49             0.011710        0.017472        0.014474
  1850          50             0.012283        0.017761        0.014907
  1850          51             0.012260        0.016834        0.014454
  1850          52             0.014457        0.018491        0.016396
  1850          53             0.015446        0.018767        0.017043
  1850          54             0.016089        0.020831        0.018355
  1850          55             0.016631        0.021754        0.019061
  1850          56             0.015766        0.022017        0.018717
  1850          57             0.015042        0.022186        0.018399
  1850          58             0.015748        0.022789        0.019042
  1850          59             0.022850        0.027492        0.025016
  1850          60             0.026222        0.028475        0.027273
  1850          61             0.022910        0.027586        0.025093
  1850          62             0.025640        0.031834        0.028526
  1850          63             0.029987        0.035859        0.032707
  1850          64             0.032521        0.039743        0.035818
  1850          65             0.034463        0.042417        0.038044
  1850          66             0.037582        0.046531        0.041589
  1850          67             0.040654        0.048462        0.044121
  1850          68             0.040788        0.048141        0.044035
  1850          69             0.045084        0.054152        0.049067
  1850          70             0.046684        0.056020        0.050759
  1850          71             0.046740        0.057152        0.051264
  1850          72             0.053673        0.067481        0.059622
  1850          73             0.063354        0.077899        0.069522
  1850          74             0.073256        0.084559        0.078044
  1850          75             0.081229        0.094423        0.086870
  1850          76             0.108339        0.123550        0.114881
  1850          77             0.128042        0.143992        0.134939
  1850          78             0.117677        0.136535        0.125780
  1850          79             0.133351        0.141151        0.136644
  1850          80             0.116641        0.120270        0.118125
  1850          81             0.103577        0.111923        0.106936
  1850          82             0.124110        0.134584        0.128278
  1850          83             0.146172        0.164802        0.153597
  1850          84             0.161392        0.183079        0.169951
  1850          85             0.159642        0.183290        0.168967
  1850          86             0.167455        0.195984        0.178485
  1850          87             0.184599        0.200117        0.190551
  1850          88             0.185841        0.198185        0.190515
  1850          89             0.228209        0.221198        0.225655
  1850          90             0.261954        0.256074        0.259923
  1850          91             0.213610        0.222222        0.216523
  1850          92             0.248916        0.291262        0.263223
  1850          93             0.288770        0.355476        0.310899
  1850          94             0.361257        0.413223        0.377995
  1850          95             0.420513        0.475472        0.437647
  1850          96             0.505695        0.482759        0.499184
  1850          97             0.566775        0.432000        0.527778
  1850          98             0.484848        0.461538        0.476821
  1850          99             0.610778        0.517241        0.572438
  1850         100             1.034483        0.937500        0.993377
  1850         101             0.545455        0.967742        0.720000
  1850         102             0.620690        0.857143        0.697674
  1850         103             1.384615        0.545455        1.000000
  1850         104             2.000000        6.000000        2.571429
  1850         105             2.000000              .        2.000000
  1850         106             6.000000              .        6.000000
  1850         107                   .              .              .
  1850         108                   .              .              .
  1850         109                   .              .              .
  1850         110+                  .              .              .
  1851           0             0.091835        0.114932        0.103577
  1851           1             0.035073        0.036907        0.036003
  1851           2             0.020086        0.021162        0.020630
  1851           3             0.014688        0.016288        0.015495
  1851           4             0.011250        0.011650        0.011454
  1851           5             0.008892        0.008843        0.008867
  1851           6             0.007408        0.007421        0.007415
  1851           7             0.005838        0.005889        0.005864
  1851           8             0.004668        0.004667        0.004668
  1851           9             0.004331        0.004294        0.004312
  1851          10             0.004557        0.004398        0.004477
  1851          11             0.004448        0.004321        0.004384
  1851          12             0.004072        0.004294        0.004184
  1851          13             0.004163        0.004352        0.004258
  1851          14             0.004168        0.004282        0.004225
  1851          15             0.004002        0.004145        0.004073
  1851          16             0.004133        0.004374        0.004252
  1851          17             0.004430        0.005410        0.004909
  1851          18             0.004687        0.006659        0.005656
  1851          19             0.005353        0.007831        0.006576
  1851          20             0.005974        0.008616        0.007268
  1851          21             0.005848        0.008744        0.007263
  1851          22             0.006184        0.008995        0.007557
  1851          23             0.006734        0.008650        0.007668
  1851          24             0.006745        0.007983        0.007351
  1851          25             0.006673        0.007758        0.007204
  1851          26             0.006776        0.008138        0.007440
  1851          27             0.007321        0.008195        0.007749
  1851          28             0.007450        0.007571        0.007510
  1851          29             0.007012        0.007860        0.007428
  1851          30             0.007087        0.008204        0.007635
  1851          31             0.007470        0.008200        0.007829
  1851          32             0.007948        0.008478        0.008210
  1851          33             0.007830        0.008208        0.008017
  1851          34             0.007391        0.007632        0.007510
  1851          35             0.008120        0.008545        0.008329
  1851          36             0.009926        0.010688        0.010301
  1851          37             0.010566        0.011018        0.010789
  1851          38             0.009405        0.009467        0.009436
  1851          39             0.009898        0.010426        0.010159
  1851          40             0.010225        0.010763        0.010492
  1851          41             0.010790        0.011595        0.011188
  1851          42             0.010433        0.011734        0.011069
  1851          43             0.008791        0.009395        0.009086
  1851          44             0.008750        0.010018        0.009374
  1851          45             0.009066        0.010516        0.009774
  1851          46             0.009546        0.011155        0.010323
  1851          47             0.009799        0.012882        0.011273
  1851          48             0.010092        0.013686        0.011791
  1851          49             0.011207        0.015423        0.013208
  1851          50             0.011593        0.015625        0.013516
  1851          51             0.011821        0.015753        0.013699
  1851          52             0.013091        0.017708        0.015300
  1851          53             0.013850        0.018186        0.015932
  1851          54             0.015944        0.020483        0.018124
  1851          55             0.017035        0.022796        0.019782
  1851          56             0.015498        0.021562        0.018365
  1851          57             0.015439        0.022113        0.018574
  1851          58             0.016235        0.023276        0.019526
  1851          59             0.020200        0.026138        0.022965
  1851          60             0.022543        0.027660        0.024924
  1851          61             0.022043        0.027639        0.024648
  1851          62             0.026121        0.032250        0.028972
  1851          63             0.030326        0.036333        0.033114
  1851          64             0.032485        0.038397        0.035211
  1851          65             0.035631        0.041299        0.038205
  1851          66             0.037714        0.045203        0.041066
  1851          67             0.039931        0.049303        0.044099
  1851          68             0.040932        0.050460        0.045135
  1851          69             0.048309        0.055251        0.051351
